Sentence,Sentiment
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive
volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative
"As a domestic business , Best-In is already close to Finnish dog owners .",positive
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+̱skyl+̱ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",neutral
@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,negative
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,positive
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral
"It s an area that is highly valued , because most of the land there has already been built on .",neutral
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral
It will use the proceeds from the transaction to achieve its target .,neutral
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",positive
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",neutral
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",neutral
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral
The deal is subject to approval by the Norwegian competition authorities .,neutral
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",neutral
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
He confirmed his view on July 6 .,neutral
Glencore blames rivals for creating metals glut,negative
Estonia 's beer market overall grew three percent last year to 130 million liters .,positive
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
The company will also be compensated for acting as a reserve batch plant .,positive
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
$INO back in this am small post,positive
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",positive
"$pcln back over ""up"""" trendline from 10/4""",positive
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive
Autotank Group is part of Aspo 's Systems Division .,neutral
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral
Fortum also has a blocking stake in Northwestern TGK-1 .,neutral
It will report full-year results on August 22 .,neutral
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive
